50	200	1
0	209	209	0	0	1351	0	0	0
1	42	138	30	6	182	90	0	11
2	311	375	20	467	610	90	0	12
3	237	387	30	495	638	90	0	13
4	197	245	30	819	962	90	0	14
5	263	110	30	630	773	90	0	15
6	241	228	20	501	644	90	0	16
7	39	149	30	507	650	90	0	17
8	166	66	30	284	427	90	0	18
9	92	97	30	176	319	90	0	19
10	224	243	30	123	266	90	0	20
11	88	344	-30	320	502	90	1	0
12	401	180	-20	773	955	90	2	0
13	385	245	-30	806	988	90	3	0
14	242	228	-30	974	1156	90	4	0
15	321	225	-30	837	1019	90	5	0
16	235	183	-20	631	813	90	6	0
17	85	340	-30	802	984	90	7	0
18	61	196	-30	551	733	90	8	0
19	70	292	-30	455	637	90	9	0
20	247	210	-30	264	446	90	10	0
