50	200	1
0	209	209	0	0	1351	0	0	0
1	160	191	20	601	744	90	0	31
2	191	206	30	864	1007	90	0	32
3	117	377	20	0	192	90	0	33
4	200	204	30	1055	1198	90	0	34
5	141	55	30	377	520	90	0	35
6	285	188	20	258	401	90	0	36
7	190	190	20	988	1131	90	0	37
8	261	346	20	283	426	90	0	38
9	299	252	30	102	245	90	0	39
10	267	239	30	603	746	90	0	40
11	313	252	30	698	841	90	0	41
12	357	260	30	153	296	90	0	42
13	229	363	30	478	621	90	0	43
14	285	34	20	13	191	90	0	44
15	216	334	30	617	760	90	0	45
16	114	326	20	377	520	90	0	46
17	348	119	30	4	166	90	0	47
18	112	357	30	352	495	90	0	48
19	195	214	30	127	270	90	0	49
20	183	34	30	13	178	90	0	50
21	299	94	30	86	229	90	0	51
22	357	172	20	220	363	90	0	52
23	61	113	30	29	177	90	0	53
24	228	237	30	21	164	90	0	54
25	237	158	30	0	111	90	0	55
26	127	87	30	133	276	90	0	56
27	151	207	30	666	809	90	0	57
28	216	222	30	688	831	90	0	58
29	377	157	30	286	429	90	0	59
30	345	132	30	176	319	90	0	60
31	174	248	-20	738	920	90	1	0
32	203	226	-30	980	1162	90	2	0
33	342	347	-20	277	509	90	3	0
34	202	216	-30	1163	1345	90	4	0
35	40	204	-30	654	836	90	5	0
36	218	131	-20	425	607	90	6	0
37	222	185	-20	1126	1308	90	7	0
38	354	232	-20	524	706	90	8	0
39	194	307	-30	302	484	90	9	0
40	258	166	-30	762	944	90	10	0
41	284	126	-30	919	1101	90	11	0
42	326	104	-30	407	589	90	12	0
43	363	224	-30	760	942	90	13	0
44	70	79	-20	323	505	90	14	0
45	89	247	-30	873	1055	90	15	0
46	60	183	-20	612	794	90	16	0
47	170	48	-30	299	481	90	17	0
48	312	353	-30	647	829	90	18	0
49	212	224	-30	236	418	90	19	0
50	371	138	-30	329	511	90	20	0
51	352	239	-30	331	513	90	21	0
52	240	59	-20	477	659	90	22	0
53	79	328	-30	329	511	90	23	0
54	242	205	-30	134	316	90	24	0
55	265	227	-30	126	308	90	25	0
56	316	107	-30	407	589	90	26	0
57	189	154	-30	829	1011	90	27	0
58	199	220	-30	786	968	90	28	0
59	193	34	-30	587	769	90	29	0
60	183	55	-30	462	644	90	30	0
