50	200	1
0	209	209	0	0	1351	0	0	0
1	392	189	30	0	218	90	0	31
2	255	272	20	775	1074	90	0	32
3	297	276	20	421	720	90	0	33
4	226	191	30	252	551	90	0	34
5	278	352	30	434	733	90	0	35
6	57	197	30	450	749	90	0	36
7	102	47	20	382	681	90	0	37
8	134	235	30	658	957	90	0	38
9	235	374	30	34	333	90	0	39
10	317	348	30	170	469	90	0	40
11	232	213	30	643	942	90	0	41
12	295	334	30	12	311	90	0	42
13	152	61	30	346	645	90	0	43
14	326	124	30	393	692	90	0	44
15	104	276	20	302	601	90	0	45
16	369	228	30	471	770	90	0	46
17	223	194	30	405	704	90	0	47
18	209	128	20	235	534	90	0	48
19	223	294	20	73	372	90	0	49
20	352	234	30	226	525	90	0	50
21	261	25	20	311	610	90	0	51
22	63	313	30	399	698	90	0	52
23	186	243	30	851	1150	90	0	53
24	99	117	30	507	806	90	0	54
25	186	109	30	565	864	90	0	55
26	82	136	30	261	560	90	0	56
27	175	171	20	283	582	90	0	57
28	327	346	30	239	538	90	0	58
29	197	222	20	346	645	90	0	59
30	34	208	30	0	238	90	0	60
31	303	367	-30	205	573	90	1	0
32	285	190	-20	944	1312	90	2	0
33	292	135	-20	650	1018	90	3	0
34	200	186	-30	363	731	90	4	0
35	366	187	-30	711	1079	90	5	0
36	139	345	-30	730	1098	90	6	0
37	23	265	-20	714	1082	90	7	0
38	222	287	-30	867	1235	90	8	0
39	371	251	-30	344	712	90	9	0
40	370	138	-30	456	824	90	10	0
41	215	231	-30	784	1152	90	11	0
42	348	148	-30	284	652	90	12	0
43	50	221	-30	650	1018	90	13	0
44	323	298	-30	636	1004	90	14	0
45	226	332	-20	532	900	90	15	0
46	256	363	-30	751	1119	90	16	0
47	226	219	-30	543	911	90	17	0
48	136	175	-20	397	765	90	18	0
49	140	261	-20	235	603	90	19	0
50	227	353	-30	495	863	90	20	0
51	44	112	-20	649	1017	90	21	0
52	253	383	-30	675	1043	90	22	0
53	232	244	-30	979	1347	90	23	0
54	83	278	-30	768	1136	90	24	0
55	293	150	-30	796	1164	90	25	0
56	216	62	-30	501	869	90	26	0
57	237	167	-20	466	834	90	27	0
58	384	163	-30	557	925	90	28	0
59	215	225	-20	454	822	90	29	0
60	159	377	-30	230	598	90	30	0
