50	200	1
0	209	209	0	0	1351	0	0	0
1	339	330	30	0	178	90	0	11
2	47	201	30	92	235	90	0	12
3	173	293	30	734	877	90	0	13
4	325	291	30	0	143	90	0	14
5	230	387	30	346	489	90	0	15
6	171	130	30	390	533	90	0	16
7	163	193	30	850	993	90	0	17
8	334	201	30	589	732	90	0	18
9	277	186	30	446	589	90	0	19
10	45	238	20	95	238	90	0	20
11	121	364	-30	284	489	90	1	0
12	169	52	-30	392	574	90	2	0
13	275	272	-30	932	1114	90	3	0
14	312	112	-30	261	443	90	4	0
15	384	250	-30	651	833	90	5	0
16	121	207	-30	576	758	90	6	0
17	175	243	-30	989	1171	90	7	0
18	254	92	-30	808	990	90	8	0
19	252	267	-30	613	795	90	9	0
20	191	375	-20	375	557	90	10	0
