50	200	1
0	209	209	0	0	1351	0	0	0
1	66	318	30	285	584	90	0	11
2	146	300	30	105	404	90	0	12
3	261	176	30	166	465	90	0	13
4	158	189	30	594	893	90	0	14
5	232	28	20	0	265	90	0	15
6	132	372	30	442	741	90	0	16
7	224	16	20	324	623	90	0	17
8	135	147	20	528	827	90	0	18
9	217	364	30	191	490	90	0	19
10	362	157	20	328	627	90	0	20
11	53	119	-30	611	979	90	1	0
12	102	179	-30	337	705	90	2	0
13	192	149	-30	365	733	90	3	0
14	204	155	-30	744	1112	90	4	0
15	390	181	-20	269	637	90	5	0
16	339	334	-30	730	1098	90	6	0
17	33	127	-20	657	1025	90	7	0
18	238	117	-20	746	1114	90	8	0
19	59	247	-30	497	865	90	9	0
20	218	48	-20	594	962	90	10	0
