50	200	1
0	209	209	0	0	1351	0	0	0
1	217	238	20	461	760	90	0	51
2	204	183	30	722	1021	90	0	52
3	55	160	20	67	366	90	0	53
4	185	370	20	66	365	90	0	54
5	158	24	20	0	259	90	0	55
6	257	365	30	423	722	90	0	56
7	241	352	30	365	664	90	0	57
8	79	133	30	0	275	90	0	58
9	250	302	20	321	620	90	0	59
10	268	40	20	379	678	90	0	60
11	222	387	30	358	657	90	0	61
12	60	225	30	94	393	90	0	62
13	316	318	30	51	350	90	0	63
14	225	94	30	505	804	90	0	64
15	145	133	30	542	841	90	0	65
16	352	238	30	433	732	90	0	66
17	168	52	20	0	243	90	0	67
18	232	365	30	143	442	90	0	68
19	53	245	30	354	653	90	0	69
20	28	221	30	10	309	90	0	70
21	373	131	30	332	631	90	0	71
22	341	299	30	276	575	90	0	72
23	249	365	30	58	357	90	0	73
24	366	212	30	439	738	90	0	74
25	145	43	30	111	410	90	0	75
26	170	357	30	86	385	90	0	76
27	41	151	30	303	602	90	0	77
28	373	134	30	368	667	90	0	78
29	252	37	30	447	746	90	0	79
30	234	199	30	16	315	90	0	80
31	234	204	30	302	601	90	0	81
32	221	324	20	163	462	90	0	82
33	379	184	20	0	229	90	0	83
34	217	239	20	454	753	90	0	84
35	41	222	20	374	673	90	0	85
36	219	142	30	86	385	90	0	86
37	206	47	20	162	461	90	0	87
38	263	217	30	47	346	90	0	88
39	210	199	20	219	518	90	0	89
40	286	223	20	574	873	90	0	90
41	178	399	20	277	576	90	0	91
42	229	216	30	0	254	90	0	92
43	386	261	30	83	382	90	0	93
44	222	155	20	150	449	90	0	94
45	193	32	20	0	239	90	0	95
46	174	50	30	275	574	90	0	96
47	221	54	30	309	608	90	0	97
48	248	178	30	598	897	90	0	98
49	190	358	30	466	765	90	0	99
50	64	214	30	418	717	90	0	100
51	238	217	-20	615	983	90	1	0
52	182	209	-30	866	1234	90	2	0
53	232	49	-20	359	727	90	3	0
54	352	288	-20	377	745	90	4	0
55	370	105	-20	284	652	90	5	0
56	77	306	-30	722	1090	90	6	0
57	79	277	-30	626	994	90	7	0
58	237	61	-30	223	591	90	8	0
59	309	188	-20	534	902	90	9	0
60	82	83	-20	641	1009	90	10	0
61	53	296	-30	667	1035	90	11	0
62	162	351	-30	380	748	90	12	0
63	335	122	-30	353	721	90	13	0
64	114	143	-30	699	1067	90	14	0
65	269	130	-30	757	1125	90	15	0
66	218	354	-30	695	1063	90	16	0
67	354	136	-20	275	643	90	17	0
68	71	286	-30	434	802	90	18	0
69	112	82	-30	625	993	90	19	0
70	148	38	-30	337	705	90	20	0
71	191	28	-30	645	1013	90	21	0
72	156	360	-30	567	935	90	22	0
73	62	274	-30	353	721	90	23	0
74	237	363	-30	727	1095	90	24	0
75	351	101	-30	395	763	90	25	0
76	57	202	-30	405	773	90	26	0
77	96	345	-30	599	967	90	27	0
78	182	31	-30	695	1063	90	28	0
79	386	206	-30	757	1125	90	29	0
80	228	228	-30	134	502	90	30	0
81	221	231	-30	409	777	90	31	0
82	111	270	-20	378	746	90	32	0
83	262	46	-20	206	574	90	33	0
84	240	211	-20	595	963	90	34	0
85	147	365	-20	628	996	90	35	0
86	148	181	-30	285	653	90	36	0
87	363	161	-20	448	816	90	37	0
88	238	163	-30	204	572	90	38	0
89	219	209	-20	308	676	90	39	0
90	254	145	-20	785	1153	90	40	0
91	371	312	-20	567	935	90	41	0
92	207	231	-30	86	454	90	42	0
93	220	393	-30	388	756	90	43	0
94	161	181	-20	323	691	90	44	0
95	376	147	-20	281	649	90	45	0
96	349	126	-30	537	905	90	46	0
97	358	163	-30	569	937	90	47	0
98	200	160	-30	771	1139	90	48	0
99	60	232	-30	719	1087	90	49	0
100	142	338	-30	666	1034	90	50	0
