50	200	1
0	209	209	0	0	1351	0	0	0
1	356	338	20	181	324	90	0	51
2	223	34	20	292	435	90	0	52
3	272	234	30	122	265	90	0	53
4	31	232	30	37	180	90	0	54
5	233	382	20	329	472	90	0	55
6	292	51	30	363	506	90	0	56
7	211	223	30	322	465	90	0	57
8	218	198	30	0	136	90	0	58
9	180	271	30	109	252	90	0	59
10	158	81	30	114	257	90	0	60
11	79	226	30	689	832	90	0	61
12	145	150	30	365	508	90	0	62
13	363	256	30	47	190	90	0	63
14	299	227	30	48	191	90	0	64
15	78	248	20	0	137	90	0	65
16	208	219	20	804	947	90	0	66
17	387	221	30	233	376	90	0	67
18	365	271	30	21	168	90	0	68
19	298	140	30	281	424	90	0	69
20	230	98	20	722	865	90	0	70
21	152	353	30	414	557	90	0	71
22	203	214	30	216	359	90	0	72
23	158	220	30	775	918	90	0	73
24	232	189	30	595	738	90	0	74
25	264	39	20	396	539	90	0	75
26	281	222	30	845	988	90	0	76
27	322	171	30	177	320	90	0	77
28	32	245	20	458	601	90	0	78
29	80	338	30	239	382	90	0	79
30	99	83	30	5	168	90	0	80
31	329	241	30	4	147	90	0	81
32	306	277	30	0	119	90	0	82
33	272	36	30	261	404	90	0	83
34	220	120	30	0	129	90	0	84
35	259	312	30	423	566	90	0	85
36	255	140	30	439	582	90	0	86
37	375	272	30	57	200	90	0	87
38	254	248	30	318	461	90	0	88
39	151	285	30	638	781	90	0	89
40	399	221	20	0	191	90	0	90
41	195	51	30	240	383	90	0	91
42	118	257	30	358	501	90	0	92
43	170	266	20	868	1011	90	0	93
44	270	151	30	200	343	90	0	94
45	205	140	30	510	653	90	0	95
46	190	27	30	370	513	90	0	96
47	200	177	20	774	917	90	0	97
48	154	159	30	36	179	90	0	98
49	173	52	20	280	423	90	0	99
50	285	366	20	175	318	90	0	100
51	389	132	-20	476	658	90	1	0
52	370	139	-20	576	758	90	2	0
53	246	152	-30	311	493	90	3	0
54	173	385	-30	325	507	90	4	0
55	55	292	-20	615	797	90	5	0
56	95	72	-30	664	846	90	6	0
57	196	214	-30	435	617	90	7	0
58	203	197	-30	97	279	90	8	0
59	262	253	-30	276	458	90	9	0
60	73	229	-30	380	562	90	10	0
61	141	96	-30	922	1104	90	11	0
62	243	129	-30	564	746	90	12	0
63	324	96	-30	292	474	90	13	0
64	268	139	-30	230	412	90	14	0
65	178	342	-20	228	410	90	15	0
66	218	214	-20	904	1086	90	16	0
67	254	382	-30	546	728	90	17	0
68	338	102	-30	288	470	90	18	0
69	311	257	-30	505	687	90	19	0
70	114	147	-20	952	1134	90	20	0
71	57	176	-30	698	880	90	21	0
72	211	217	-30	318	500	90	22	0
73	181	165	-30	916	1098	90	23	0
74	203	179	-30	714	896	90	24	0
75	387	219	-20	701	883	90	25	0
76	209	282	-30	1038	1220	90	26	0
77	284	302	-30	418	600	90	27	0
78	201	390	-20	784	966	90	28	0
79	276	378	-30	531	713	90	29	0
80	273	54	-30	270	452	90	30	0
81	291	115	-30	239	421	90	31	0
82	293	125	-30	226	408	90	32	0
83	82	75	-30	555	737	90	33	0
84	297	189	-30	188	370	90	34	0
85	126	288	-30	655	837	90	35	0
86	152	149	-30	635	817	90	36	0
87	178	384	-30	373	555	90	37	0
88	256	172	-30	484	666	90	38	0
89	118	181	-30	833	1015	90	39	0
90	242	397	-20	307	517	90	40	0
91	339	118	-30	478	660	90	41	0
92	131	142	-30	570	752	90	42	0
93	146	181	-20	1061	1243	90	43	0
94	189	127	-30	382	564	90	44	0
95	141	200	-30	681	863	90	45	0
96	361	108	-30	662	844	90	46	0
97	176	206	-20	913	1095	90	47	0
98	230	138	-30	200	382	90	48	0
99	349	128	-20	549	731	90	49	0
100	86	332	-20	464	646	90	50	0
