50	200	1
0	209	209	0	0	1351	0	0	0
1	184	199	30	783	1082	90	0	31
2	129	369	30	277	576	90	0	32
3	72	301	20	119	418	90	0	33
4	149	173	30	373	672	90	0	34
5	97	252	30	170	469	90	0	35
6	144	282	30	126	425	90	0	36
7	377	134	30	138	437	90	0	37
8	116	245	20	447	746	90	0	38
9	93	70	30	0	242	90	0	39
10	325	288	30	316	615	90	0	40
11	258	198	30	0	242	90	0	41
12	329	287	30	309	608	90	0	42
13	368	226	30	408	707	90	0	43
14	163	319	20	1	300	90	0	44
15	163	164	20	111	410	90	0	45
16	289	93	30	201	500	90	0	46
17	212	218	30	602	901	90	0	47
18	240	168	20	496	795	90	0	48
19	43	212	30	333	632	90	0	49
20	119	260	30	309	608	90	0	50
21	167	166	20	0	239	90	0	51
22	95	127	30	6	305	90	0	52
23	52	119	30	10	309	90	0	53
24	144	204	30	0	288	90	0	54
25	223	56	30	76	375	90	0	55
26	204	48	20	33	332	90	0	56
27	404	194	20	268	567	90	0	57
28	200	46	20	154	453	90	0	58
29	113	326	30	0	243	90	0	59
30	263	163	30	309	608	90	0	60
31	195	232	-30	910	1278	90	1	0
32	345	325	-30	609	977	90	2	0
33	71	119	-20	378	746	90	3	0
34	155	253	-30	572	940	90	4	0
35	195	328	-30	364	732	90	5	0
36	114	183	-30	341	709	90	6	0
37	341	337	-30	422	790	90	7	0
38	140	137	-20	668	1036	90	8	0
39	36	260	-30	248	616	90	9	0
40	308	110	-30	572	940	90	10	0
41	232	254	-30	122	490	90	11	0
42	312	109	-30	562	930	90	12	0
43	287	69	-30	708	1076	90	13	0
44	91	196	-20	246	614	90	14	0
45	151	235	-20	284	652	90	15	0
46	123	98	-30	478	846	90	16	0
47	203	216	-30	719	1087	90	17	0
48	183	165	-20	646	1014	90	18	0
49	134	357	-30	597	965	90	19	0
50	129	143	-30	511	879	90	20	0
51	152	227	-20	72	440	90	21	0
52	235	71	-30	274	642	90	22	0
53	226	29	-30	334	702	90	23	0
54	193	146	-30	156	524	90	24	0
55	363	197	-30	379	747	90	25	0
56	50	182	-20	340	708	90	26	0
57	259	20	-20	573	941	90	27	0
58	50	171	-20	441	809	90	28	0
59	65	160	-30	239	607	90	29	0
60	267	249	-30	484	852	90	30	0
